event_id;idade;profissao;estado_civil;escolaridade;inadimplencia;financiamento_habitacional;emprestimo_pessoal;canal_contato;mes_contato;dia_semana;duracao_contato;contatos_campanha_atual;dias_desde_ultimo_contato;contatos_campanhas_anteriores;resultado_campanha_anterior;taxa_variacao_emprego;indice_precos_consumidor;indice_confianca_consumidor;euribor_3_meses;numero_empregados;resultado
36663;28;administrativo;solteiro;ensino_superior;nao;sim;nao;celular;jun;sex;232;1;999;0;inexistente;-2.9;92.963;-40.8;1.268;5076.2;1
36664;32;administrativo;solteiro;ensino_superior;nao;nao;nao;celular;jun;sex;462;1;999;0;inexistente;-2.9;92.963;-40.8;1.268;5076.2;1
36665;27;administrativo;solteiro;ensino_superior;nao;sim;nao;celular;jun;sex;136;1;999;0;inexistente;-2.9;92.963;-40.8;1.268;5076.2;0
36666;56;administrativo;casado;basico_9_anos;nao;sim;nao;celular;jun;sex;146;1;999;1;fracasso;-2.9;92.963;-40.8;1.268;5076.2;0
36667;24;administrativo;solteiro;ensino_superior;nao;nao;nao;celular;jun;sex;255;2;999;0;inexistente;-2.9;92.963;-40.8;1.268;5076.2;1
36668;45;empreendedor;casado;ensino_superior;nao;sim;nao;celular;jun;sex;247;3;999;0;inexistente;-2.9;92.963;-40.8;1.268;5076.2;0
36669;24;estudante;solteiro;ensino_medio;nao;sim;nao;telefone;jun;sex;109;1;999;0;inexistente;-2.9;92.963;-40.8;1.268;5076.2;0
36670;50;empreendedor;casado;basico_9_anos;nao;nao;nao;telefone;jun;sex;227;1;999;0;inexistente;-2.9;92.963;-40.8;1.268;5076.2;0
36671;27;administrativo;solteiro;ensino_superior;nao;nao;nao;celular;jun;sex;398;2;999;0;inexistente;-2.9;92.963;-40.8;1.268;5076.2;0
36672;51;tecnico;casado;basico_9_anos;nao;nao;nao;telefone;jun;sex;302;1;999;0;inexistente;-2.9;92.963;-40.8;1.268;5076.2;1
36673;28;tecnico;solteiro;curso_profissionalizante;nao;sim;sim;celular;jun;sex;149;1;3;1;sucesso;-2.9;92.963;-40.8;1.268;5076.2;1
36674;25;estudante;casado;ensino_superior;nao;nao;nao;celular;jun;sex;191;1;999;0;inexistente;-2.9;92.963;-40.8;1.268;5076.2;1
36675;49;desempregado;casado;curso_profissionalizante;nao;nao;nao;celular;jun;sex;317;1;999;0;inexistente;-2.9;92.963;-40.8;1.268;5076.2;0
36676;59;administrativo;casado;ensino_superior;desconhecido;sim;nao;celular;jun;sex;1543;1;999;0;inexistente;-2.9;92.963;-40.8;1.268;5076.2;1
36677;31;autonomo;casado;ensino_superior;nao;sim;nao;celular;jun;sex;207;1;999;0;inexistente;-2.9;92.963;-40.8;1.268;5076.2;1
36678;21;estudante;solteiro;ensino_superior;nao;nao;nao;celular;jun;sex;493;2;999;0;inexistente;-2.9;92.963;-40.8;1.268;5076.2;1
36679;51;tecnico;solteiro;ensino_superior;nao;sim;nao;celular;jun;sex;509;1;999;0;inexistente;-2.9;92.963;-40.8;1.268;5076.2;1
36680;27;administrativo;solteiro;ensino_superior;nao;sim;nao;celular;jun;sex;77;1;999;0;inexistente;-2.9;92.963;-40.8;1.268;5076.2;0
36681;55;trabalhador_domestico;casado;desconhecido;nao;nao;nao;celular;jun;sex;133;1;999;1;fracasso;-2.9;92.963;-40.8;1.268;5076.2;0
36682;32;tecnico;solteiro;curso_profissionalizante;nao;sim;nao;celular;jun;sex;329;1;3;1;sucesso;-2.9;92.963;-40.8;1.268;5076.2;0
36683;51;tecnico;solteiro;ensino_superior;nao;nao;nao;celular;jun;sex;657;1;999;0;inexistente;-2.9;92.963;-40.8;1.268;5076.2;1
36684;29;tecnico;casado;ensino_medio;nao;sim;nao;celular;jun;sex;365;3;999;0;inexistente;-2.9;92.963;-40.8;1.268;5076.2;1
36685;28;administrativo;solteiro;ensino_superior;nao;sim;nao;celular;jun;sex;188;1;999;1;fracasso;-2.9;92.963;-40.8;1.268;5076.2;0
36686;46;tecnico;casado;curso_profissionalizante;nao;nao;nao;telefone;jun;sex;215;1;999;1;fracasso;-2.9;92.963;-40.8;1.268;5076.2;0
36687;37;administrativo;casado;ensino_superior;nao;sim;nao;telefone;jun;sex;145;1;999;0;inexistente;-2.9;92.963;-40.8;1.268;5076.2;0
36688;51;administrativo;solteiro;ensino_superior;nao;nao;nao;celular;jun;sex;159;2;999;0;inexistente;-2.9;92.963;-40.8;1.268;5076.2;1
36689;37;estudante;solteiro;desconhecido;nao;nao;nao;celular;jun;sex;99;1;999;0;inexistente;-2.9;92.963;-40.8;1.268;5076.2;0
36690;31;tecnico;casado;ensino_superior;nao;sim;nao;celular;jun;sex;276;2;999;0;inexistente;-2.9;92.963;-40.8;1.268;5076.2;1
36691;29;administrativo;solteiro;ensino_medio;nao;sim;nao;celular;jun;sex;213;2;999;0;inexistente;-2.9;92.963;-40.8;1.268;5076.2;0
36692;37;estudante;solteiro;desconhecido;nao;nao;sim;celular;jun;sex;604;1;999;0;inexistente;-2.9;92.963;-40.8;1.268;5076.2;0
36693;21;operario;solteiro;basico_4_anos;nao;nao;nao;telefone;jun;sex;153;1;999;0;inexistente;-2.9;92.963;-40.8;1.268;5076.2;0
36694;48;administrativo;casado;ensino_superior;nao;sim;nao;telefone;jun;sex;522;3;999;0;inexistente;-2.9;92.963;-40.8;1.268;5076.2;1
36695;26;administrativo;solteiro;ensino_medio;nao;nao;nao;celular;jun;sex;76;2;999;1;fracasso;-2.9;92.963;-40.8;1.268;5076.2;0
36696;31;desempregado;divorciado_ou_viuvo;desconhecido;nao;sim;nao;celular;jun;sex;227;1;999;0;inexistente;-2.9;92.963;-40.8;1.268;5076.2;0
36697;33;administrativo;solteiro;ensino_superior;nao;nao;nao;celular;jun;sex;471;2;999;0;inexistente;-2.9;92.963;-40.8;1.268;5076.2;0
36698;30;administrativo;solteiro;ensino_superior;nao;nao;nao;celular;jun;sex;92;2;999;0;inexistente;-2.9;92.963;-40.8;1.268;5076.2;0
36699;27;administrativo;solteiro;ensino_superior;nao;sim;nao;telefone;jun;sex;329;1;999;0;inexistente;-2.9;92.963;-40.8;1.268;5076.2;0
36700;30;administrativo;casado;desconhecido;nao;sim;nao;celular;jun;sex;207;2;4;1;sucesso;-2.9;92.963;-40.8;1.268;5076.2;1
36701;51;administrativo;solteiro;ensino_superior;nao;sim;sim;celular;jun;sex;263;2;999;0;inexistente;-2.9;92.963;-40.8;1.268;5076.2;0
36702;25;autonomo;casado;ensino_superior;nao;sim;nao;celular;jun;sex;57;2;999;1;fracasso;-2.9;92.963;-40.8;1.268;5076.2;0
36703;28;estudante;solteiro;ensino_medio;nao;sim;nao;celular;jun;sex;577;3;999;0;inexistente;-2.9;92.963;-40.8;1.268;5076.2;1
36704;25;tecnico;solteiro;ensino_superior;nao;sim;nao;celular;jun;sex;271;2;3;1;sucesso;-2.9;92.963;-40.8;1.268;5076.2;0
36705;54;administrativo;casado;ensino_medio;nao;nao;nao;celular;jun;sex;455;3;999;0;inexistente;-2.9;92.963;-40.8;1.268;5076.2;0
36706;25;tecnico;solteiro;basico_9_anos;nao;sim;nao;celular;jun;sex;103;2;999;0;inexistente;-2.9;92.963;-40.8;1.268;5076.2;1
36707;52;administrativo;casado;ensino_superior;nao;sim;nao;celular;jun;sex;333;1;999;0;inexistente;-2.9;92.963;-40.8;1.268;5076.2;0
36708;35;tecnico;casado;curso_profissionalizante;nao;sim;nao;telefone;jun;sex;366;1;999;0;inexistente;-2.9;92.963;-40.8;1.268;5076.2;1
36709;20;estudante;solteiro;ensino_medio;nao;sim;nao;celular;jun;sex;201;2;999;0;inexistente;-2.9;92.963;-40.8;1.268;5076.2;1
36710;30;tecnico;solteiro;ensino_superior;nao;sim;nao;celular;jun;sex;166;2;999;0;inexistente;-2.9;92.963;-40.8;1.268;5076.2;1
36711;29;servicos;casado;ensino_superior;nao;nao;sim;celular;jun;sex;89;2;999;0;inexistente;-2.9;92.963;-40.8;1.268;5076.2;0
36712;32;administrativo;solteiro;ensino_superior;nao;sim;nao;celular;jun;sex;58;2;999;0;inexistente;-2.9;92.963;-40.8;1.268;5076.2;0
36713;34;administrativo;solteiro;ensino_medio;nao;nao;nao;celular;jun;sex;548;2;999;0;inexistente;-2.9;92.963;-40.8;1.268;5076.2;1
36714;29;estudante;solteiro;curso_profissionalizante;nao;nao;nao;celular;jun;sex;95;2;999;0;inexistente;-2.9;92.963;-40.8;1.268;5076.2;0
36715;27;administrativo;solteiro;ensino_superior;nao;nao;nao;celular;jun;sex;96;2;999;0;inexistente;-2.9;92.963;-40.8;1.268;5076.2;0
36716;45;administrativo;casado;desconhecido;nao;nao;nao;celular;jun;sex;438;2;999;0;inexistente;-2.9;92.963;-40.8;1.268;5076.2;1
36717;30;autonomo;casado;ensino_superior;nao;sim;nao;celular;jun;sex;138;2;999;0;inexistente;-2.9;92.963;-40.8;1.268;5076.2;0
36718;31;gestao;casado;ensino_superior;nao;nao;nao;telefone;jun;sex;614;2;999;0;inexistente;-2.9;92.963;-40.8;1.268;5076.2;0
36719;52;gestao;casado;ensino_superior;nao;nao;nao;telefone;jun;sex;303;2;999;0;inexistente;-2.9;92.963;-40.8;1.268;5076.2;0
36720;21;servicos;solteiro;ensino_medio;nao;nao;nao;celular;jun;sex;110;2;999;0;inexistente;-2.9;92.963;-40.8;1.268;5076.2;0
36721;53;administrativo;solteiro;ensino_superior;nao;sim;nao;celular;jun;sex;304;2;3;1;sucesso;-2.9;92.963;-40.8;1.268;5076.2;1
36722;36;tecnico;solteiro;curso_profissionalizante;nao;nao;nao;celular;jun;sex;146;2;999;0;inexistente;-2.9;92.963;-40.8;1.268;5076.2;1
36723;36;tecnico;solteiro;curso_profissionalizante;nao;sim;nao;celular;jun;sex;126;2;3;1;sucesso;-2.9;92.963;-40.8;1.268;5076.2;1
36724;30;gestao;solteiro;ensino_superior;nao;nao;sim;celular;jun;sex;244;7;999;0;inexistente;-2.9;92.963;-40.8;1.268;5076.2;1
36725;29;tecnico;casado;ensino_medio;nao;nao;nao;celular;jun;sex;157;2;999;0;inexistente;-2.9;92.963;-40.8;1.268;5076.2;1
36726;51;tecnico;solteiro;ensino_superior;nao;nao;nao;celular;jun;sex;151;2;999;0;inexistente;-2.9;92.963;-40.8;1.268;5076.2;0
36727;25;tecnico;solteiro;basico_9_anos;nao;nao;nao;telefone;jun;sex;800;2;999;0;inexistente;-2.9;92.963;-40.8;1.268;5076.2;0
36728;26;administrativo;solteiro;ensino_medio;nao;sim;sim;celular;jun;sex;200;2;999;0;inexistente;-2.9;92.963;-40.8;1.268;5076.2;0
36729;33;administrativo;solteiro;ensino_superior;nao;nao;nao;telefone;jun;sex;113;1;999;0;inexistente;-2.9;92.963;-40.8;1.268;5076.2;0
36730;25;administrativo;divorciado_ou_viuvo;ensino_superior;nao;nao;nao;celular;jun;seg;143;2;999;0;inexistente;-2.9;92.963;-40.8;1.281;5076.2;0
36731;52;tecnico;casado;curso_profissionalizante;nao;nao;nao;celular;jun;seg;130;5;999;0;inexistente;-2.9;92.963;-40.8;1.281;5076.2;0
36732;45;servicos;solteiro;desconhecido;nao;nao;nao;celular;jun;seg;58;2;999;0;inexistente;-2.9;92.963;-40.8;1.281;5076.2;0
36733;29;administrativo;solteiro;ensino_superior;nao;sim;nao;celular;jun;seg;97;4;999;0;inexistente;-2.9;92.963;-40.8;1.281;5076.2;0
36734;36;operario;casado;basico_9_anos;nao;nao;nao;celular;jun;seg;86;1;999;0;inexistente;-2.9;92.963;-40.8;1.281;5076.2;0
36735;36;gestao;casado;desconhecido;nao;nao;nao;celular;jun;seg;98;2;999;0;inexistente;-2.9;92.963;-40.8;1.281;5076.2;0
36736;32;gestao;solteiro;ensino_superior;nao;nao;nao;celular;jun;seg;257;2;3;1;sucesso;-2.9;92.963;-40.8;1.281;5076.2;1
36737;32;gestao;solteiro;ensino_superior;nao;nao;nao;celular;jun;seg;152;2;3;1;sucesso;-2.9;92.963;-40.8;1.281;5076.2;0
36738;28;servicos;solteiro;basico_9_anos;nao;sim;sim;celular;jun;seg;252;5;999;0;inexistente;-2.9;92.963;-40.8;1.281;5076.2;0
36739;27;operario;solteiro;ensino_medio;nao;sim;nao;celular;jun;seg;148;2;4;1;sucesso;-2.9;92.963;-40.8;1.281;5076.2;1
36740;53;aposentado;solteiro;basico_4_anos;nao;sim;nao;celular;jun;seg;107;3;999;0;inexistente;-2.9;92.963;-40.8;1.281;5076.2;1
36741;32;estudante;solteiro;ensino_superior;nao;sim;nao;celular;jun;seg;197;2;999;1;fracasso;-2.9;92.963;-40.8;1.281;5076.2;0
36742;31;administrativo;solteiro;ensino_superior;nao;nao;nao;celular;jun;seg;127;3;999;1;fracasso;-2.9;92.963;-40.8;1.281;5076.2;0
36743;27;administrativo;solteiro;ensino_superior;nao;nao;nao;celular;jun;seg;138;3;999;0;inexistente;-2.9;92.963;-40.8;1.281;5076.2;1
36744;43;operario;casado;basico_6_anos;nao;sim;nao;celular;jun;seg;458;6;999;0;inexistente;-2.9;92.963;-40.8;1.281;5076.2;1
36745;25;estudante;solteiro;desconhecido;nao;nao;nao;celular;jun;seg;301;3;999;0;inexistente;-2.9;92.963;-40.8;1.281;5076.2;1
36746;33;operario;casado;ensino_medio;nao;sim;nao;celular;jun;seg;110;2;999;0;inexistente;-2.9;92.963;-40.8;1.281;5076.2;0
36747;22;operario;solteiro;basico_9_anos;nao;sim;nao;celular;jun;seg;84;2;999;0;inexistente;-2.9;92.963;-40.8;1.281;5076.2;0
36748;47;administrativo;solteiro;ensino_superior;nao;sim;nao;celular;jun;seg;243;4;999;0;inexistente;-2.9;92.963;-40.8;1.281;5076.2;1
36749;36;gestao;casado;ensino_superior;nao;nao;nao;celular;jun;seg;200;4;999;0;inexistente;-2.9;92.963;-40.8;1.281;5076.2;1
36750;43;operario;casado;basico_6_anos;nao;sim;nao;celular;jun;seg;131;4;999;1;fracasso;-2.9;92.963;-40.8;1.281;5076.2;1
36751;31;servicos;casado;desconhecido;nao;sim;nao;celular;jun;ter;98;3;999;0;inexistente;-2.9;92.963;-40.8;1.286;5076.2;0
36752;25;administrativo;solteiro;ensino_superior;nao;sim;sim;celular;jun;ter;431;3;4;1;sucesso;-2.9;92.963;-40.8;1.286;5076.2;0
36753;30;autonomo;solteiro;ensino_superior;nao;sim;sim;celular;jun;ter;106;4;999;0;inexistente;-2.9;92.963;-40.8;1.286;5076.2;0
36754;44;autonomo;casado;ensino_superior;nao;nao;nao;celular;jun;ter;234;2;3;1;sucesso;-2.9;92.963;-40.8;1.286;5076.2;1
36755;29;administrativo;solteiro;ensino_medio;nao;sim;sim;celular;jun;ter;100;2;999;0;inexistente;-2.9;92.963;-40.8;1.286;5076.2;0
36756;57;gestao;casado;ensino_superior;nao;sim;nao;celular;jun;ter;337;3;999;0;inexistente;-2.9;92.963;-40.8;1.286;5076.2;0
36757;22;administrativo;solteiro;ensino_superior;nao;desconhecido;desconhecido;celular;jun;ter;835;2;999;0;inexistente;-2.9;92.963;-40.8;1.286;5076.2;0
36758;35;servicos;solteiro;ensino_superior;nao;desconhecido;desconhecido;celular;jun;ter;67;2;999;1;fracasso;-2.9;92.963;-40.8;1.286;5076.2;0
36759;49;servicos;casado;ensino_medio;nao;nao;nao;celular;jun;ter;239;4;999;0;inexistente;-2.9;92.963;-40.8;1.286;5076.2;1
36760;29;administrativo;solteiro;ensino_superior;nao;nao;nao;celular;jun;ter;160;2;999;0;inexistente;-2.9;92.963;-40.8;1.286;5076.2;1
36761;38;tecnico;casado;curso_profissionalizante;nao;sim;nao;celular;jun;ter;993;4;3;1;sucesso;-2.9;92.963;-40.8;1.286;5076.2;1
36762;48;servicos;casado;ensino_medio;nao;sim;sim;celular;jun;ter;217;3;999;0;inexistente;-2.9;92.963;-40.8;1.286;5076.2;0
36763;25;desempregado;casado;ensino_superior;nao;nao;nao;celular;jun;ter;529;2;999;0;inexistente;-2.9;92.963;-40.8;1.286;5076.2;1
36764;32;empreendedor;casado;basico_4_anos;nao;sim;nao;celular;jun;ter;183;2;999;1;fracasso;-2.9;92.963;-40.8;1.286;5076.2;1
36765;27;estudante;solteiro;desconhecido;nao;sim;nao;celular;jun;ter;103;4;999;0;inexistente;-2.9;92.963;-40.8;1.286;5076.2;0
36766;25;administrativo;solteiro;desconhecido;nao;nao;nao;telefone;jun;ter;221;7;999;0;inexistente;-2.9;92.963;-40.8;1.286;5076.2;1
36767;25;autonomo;solteiro;ensino_superior;nao;nao;nao;celular;jun;sex;105;4;999;1;fracasso;-2.9;92.963;-40.8;1.268;5076.2;0
36768;22;tecnico;solteiro;ensino_superior;nao;sim;nao;celular;jun;sex;127;2;999;0;inexistente;-2.9;92.963;-40.8;1.268;5076.2;0
36769;33;estudante;solteiro;desconhecido;nao;nao;nao;telefone;jun;sex;137;3;999;0;inexistente;-2.9;92.963;-40.8;1.268;5076.2;0
36770;54;operario;casado;basico_9_anos;nao;nao;nao;celular;jun;sex;258;2;999;0;inexistente;-2.9;92.963;-40.8;1.268;5076.2;1
36771;54;operario;casado;basico_9_anos;nao;sim;nao;celular;jun;sex;239;2;3;1;sucesso;-2.9;92.963;-40.8;1.268;5076.2;1
36772;26;gestao;solteiro;ensino_superior;nao;sim;nao;celular;jun;sex;230;2;999;0;inexistente;-2.9;92.963;-40.8;1.268;5076.2;0
36773;55;aposentado;casado;ensino_medio;nao;sim;sim;celular;jun;sex;186;2;999;0;inexistente;-2.9;92.963;-40.8;1.268;5076.2;1
36774;25;autonomo;solteiro;ensino_superior;nao;sim;nao;celular;jun;sex;382;5;999;0;inexistente;-2.9;92.963;-40.8;1.268;5076.2;0
36775;26;autonomo;solteiro;ensino_superior;nao;sim;nao;celular;jun;sex;175;2;999;0;inexistente;-2.9;92.963;-40.8;1.268;5076.2;0
36776;22;autonomo;solteiro;ensino_superior;nao;sim;sim;celular;jun;sex;126;6;999;0;inexistente;-2.9;92.963;-40.8;1.268;5076.2;1
36777;22;tecnico;solteiro;ensino_superior;nao;sim;nao;celular;jun;sex;163;4;999;1;fracasso;-2.9;92.963;-40.8;1.268;5076.2;1
36778;50;administrativo;casado;ensino_superior;nao;sim;nao;celular;jun;sex;95;7;999;1;fracasso;-2.9;92.963;-40.8;1.268;5076.2;1
36779;44;operario;casado;curso_profissionalizante;nao;sim;nao;celular;jun;sex;336;3;3;1;sucesso;-2.9;92.963;-40.8;1.268;5076.2;0
36780;55;aposentado;casado;ensino_medio;nao;sim;nao;celular;jun;sex;136;3;3;1;sucesso;-2.9;92.963;-40.8;1.268;5076.2;0
36781;52;empreendedor;casado;ensino_medio;nao;sim;nao;celular;jun;sex;177;3;999;0;inexistente;-2.9;92.963;-40.8;1.268;5076.2;0
36782;60;aposentado;casado;basico_6_anos;nao;desconhecido;desconhecido;celular;jun;sex;110;2;999;0;inexistente;-2.9;92.963;-40.8;1.268;5076.2;0
36783;33;gestao;casado;ensino_superior;nao;sim;nao;celular;jun;sex;139;5;999;0;inexistente;-2.9;92.963;-40.8;1.268;5076.2;0
36784;31;administrativo;solteiro;ensino_medio;nao;nao;nao;celular;jun;sex;39;3;999;0;inexistente;-2.9;92.963;-40.8;1.268;5076.2;0
36785;25;administrativo;solteiro;ensino_superior;nao;nao;nao;telefone;jun;seg;94;2;999;0;inexistente;-2.9;92.963;-40.8;1.26;5076.2;0
36786;59;aposentado;casado;basico_4_anos;nao;sim;nao;telefone;jun;seg;263;4;999;0;inexistente;-2.9;92.963;-40.8;1.26;5076.2;0
36787;64;aposentado;casado;desconhecido;nao;sim;nao;celular;jun;seg;294;3;999;0;inexistente;-2.9;92.963;-40.8;1.26;5076.2;0
36788;32;gestao;casado;ensino_superior;nao;sim;nao;celular;jun;seg;54;3;999;0;inexistente;-2.9;92.963;-40.8;1.26;5076.2;0
36789;33;desempregado;casado;ensino_superior;nao;sim;nao;celular;jun;seg;579;3;999;0;inexistente;-2.9;92.963;-40.8;1.26;5076.2;1
36790;28;administrativo;solteiro;ensino_medio;nao;nao;nao;celular;jun;seg;491;2;999;0;inexistente;-2.9;92.963;-40.8;1.26;5076.2;1
36791;32;tecnico;divorciado_ou_viuvo;ensino_superior;nao;sim;nao;celular;jun;seg;532;2;999;0;inexistente;-2.9;92.963;-40.8;1.26;5076.2;1
36792;40;desempregado;casado;basico_9_anos;nao;nao;nao;celular;jun;seg;143;3;999;1;fracasso;-2.9;92.963;-40.8;1.26;5076.2;0
36793;33;operario;divorciado_ou_viuvo;desconhecido;nao;nao;nao;celular;jun;seg;84;5;999;0;inexistente;-2.9;92.963;-40.8;1.26;5076.2;0
36794;52;tecnico;casado;curso_profissionalizante;nao;sim;nao;celular;jun;seg;268;1;999;0;inexistente;-2.9;92.963;-40.8;1.26;5076.2;0
36795;20;tecnico;solteiro;desconhecido;nao;nao;nao;celular;jun;seg;441;1;999;0;inexistente;-2.9;92.963;-40.8;1.26;5076.2;1
36796;30;administrativo;casado;ensino_medio;nao;nao;nao;celular;jun;seg;439;1;999;0;inexistente;-2.9;92.963;-40.8;1.26;5076.2;0
36797;44;servicos;casado;desconhecido;nao;nao;sim;celular;jun;seg;151;1;999;0;inexistente;-2.9;92.963;-40.8;1.26;5076.2;1
36798;57;aposentado;casado;basico_4_anos;nao;nao;sim;celular;jun;seg;292;1;999;0;inexistente;-2.9;92.963;-40.8;1.26;5076.2;0
36799;35;empreendedor;divorciado_ou_viuvo;ensino_superior;nao;sim;nao;celular;jun;seg;92;2;999;1;fracasso;-2.9;92.963;-40.8;1.26;5076.2;0
36800;41;administrativo;solteiro;ensino_superior;nao;sim;nao;celular;jun;seg;95;1;999;0;inexistente;-2.9;92.963;-40.8;1.26;5076.2;1
36801;28;administrativo;solteiro;ensino_superior;nao;nao;nao;celular;jun;seg;114;1;999;0;inexistente;-2.9;92.963;-40.8;1.26;5076.2;0
36802;22;servicos;solteiro;ensino_medio;nao;sim;nao;celular;jun;seg;147;1;999;0;inexistente;-2.9;92.963;-40.8;1.26;5076.2;0
36803;22;servicos;solteiro;ensino_medio;nao;sim;sim;celular;jun;seg;181;1;999;0;inexistente;-2.9;92.963;-40.8;1.26;5076.2;0
36804;22;estudante;solteiro;desconhecido;nao;sim;nao;celular;jun;seg;139;1;999;0;inexistente;-2.9;92.963;-40.8;1.26;5076.2;0
36805;35;empreendedor;divorciado_ou_viuvo;ensino_superior;nao;sim;nao;telefone;jun;seg;351;6;999;0;inexistente;-2.9;92.963;-40.8;1.26;5076.2;1
36806;46;administrativo;divorciado_ou_viuvo;ensino_medio;nao;sim;nao;celular;jun;seg;372;1;999;0;inexistente;-2.9;92.963;-40.8;1.26;5076.2;1
36807;34;administrativo;casado;ensino_medio;nao;nao;nao;celular;jun;seg;135;1;999;0;inexistente;-2.9;92.963;-40.8;1.26;5076.2;0
36808;30;administrativo;casado;ensino_superior;nao;sim;nao;celular;jun;seg;288;1;999;0;inexistente;-2.9;92.963;-40.8;1.26;5076.2;1
36809;23;administrativo;solteiro;ensino_medio;nao;nao;nao;celular;jun;seg;92;1;999;1;fracasso;-2.9;92.963;-40.8;1.26;5076.2;0
36810;36;autonomo;solteiro;ensino_superior;nao;nao;nao;celular;jun;seg;177;1;999;0;inexistente;-2.9;92.963;-40.8;1.26;5076.2;1
36811;27;servicos;solteiro;ensino_superior;nao;sim;nao;celular;jun;seg;41;2;999;0;inexistente;-2.9;92.963;-40.8;1.26;5076.2;0
36812;29;administrativo;solteiro;ensino_medio;nao;sim;nao;celular;jun;seg;415;1;3;1;sucesso;-2.9;92.963;-40.8;1.26;5076.2;1
36813;29;administrativo;solteiro;ensino_medio;nao;nao;sim;celular;jun;seg;74;1;999;0;inexistente;-2.9;92.963;-40.8;1.26;5076.2;0
36814;31;operario;casado;ensino_superior;nao;sim;nao;celular;jun;seg;382;2;999;0;inexistente;-2.9;92.963;-40.8;1.26;5076.2;1
36815;34;trabalhador_domestico;solteiro;basico_4_anos;nao;nao;nao;celular;jun;seg;157;1;999;0;inexistente;-2.9;92.963;-40.8;1.26;5076.2;0
36816;29;tecnico;solteiro;basico_9_anos;nao;nao;nao;celular;jun;seg;24;1;999;0;inexistente;-2.9;92.963;-40.8;1.26;5076.2;0
36817;74;aposentado;casado;basico_4_anos;nao;sim;nao;celular;jun;seg;257;1;999;0;inexistente;-2.9;92.963;-40.8;1.26;5076.2;1
36818;32;autonomo;solteiro;ensino_superior;nao;sim;nao;celular;jun;seg;104;1;999;0;inexistente;-2.9;92.963;-40.8;1.26;5076.2;0
36819;32;autonomo;solteiro;ensino_superior;nao;sim;nao;celular;jun;seg;64;1;999;0;inexistente;-2.9;92.963;-40.8;1.26;5076.2;0
36820;57;gestao;casado;desconhecido;nao;nao;nao;celular;jun;seg;112;1;999;0;inexistente;-2.9;92.963;-40.8;1.26;5076.2;1
36821;30;servicos;solteiro;ensino_medio;nao;sim;nao;celular;jun;seg;181;2;999;0;inexistente;-2.9;92.963;-40.8;1.26;5076.2;1
36822;34;operario;casado;basico_4_anos;nao;sim;nao;celular;jun;seg;88;2;999;0;inexistente;-2.9;92.963;-40.8;1.26;5076.2;0
36823;57;desempregado;casado;basico_4_anos;nao;sim;nao;celular;jun;seg;284;1;999;0;inexistente;-2.9;92.963;-40.8;1.26;5076.2;1
36824;57;desempregado;casado;basico_4_anos;nao;nao;nao;celular;jun;seg;651;1;999;0;inexistente;-2.9;92.963;-40.8;1.26;5076.2;1
36825;24;estudante;solteiro;desconhecido;nao;sim;nao;celular;jun;seg;220;1;999;0;inexistente;-2.9;92.963;-40.8;1.26;5076.2;1
36826;24;operario;solteiro;desconhecido;nao;nao;sim;celular;jun;seg;188;1;999;0;inexistente;-2.9;92.963;-40.8;1.26;5076.2;1
36827;41;desempregado;solteiro;basico_4_anos;nao;nao;nao;celular;jun;seg;170;1;999;0;inexistente;-2.9;92.963;-40.8;1.26;5076.2;0
36828;29;administrativo;casado;ensino_medio;nao;nao;nao;celular;jun;seg;155;1;999;1;fracasso;-2.9;92.963;-40.8;1.26;5076.2;1
36829;24;administrativo;solteiro;ensino_superior;nao;sim;sim;celular;jun;seg;74;1;999;0;inexistente;-2.9;92.963;-40.8;1.26;5076.2;0
36830;25;administrativo;solteiro;ensino_medio;nao;nao;nao;celular;jun;seg;95;1;999;0;inexistente;-2.9;92.963;-40.8;1.26;5076.2;0
36831;28;administrativo;solteiro;ensino_superior;nao;sim;nao;celular;jun;seg;333;1;999;0;inexistente;-2.9;92.963;-40.8;1.26;5076.2;0
36832;52;autonomo;casado;ensino_superior;nao;sim;nao;celular;jun;seg;322;1;3;1;sucesso;-2.9;92.963;-40.8;1.26;5076.2;1
36833;22;servicos;solteiro;ensino_medio;nao;sim;nao;telefone;jun;seg;94;2;999;0;inexistente;-2.9;92.963;-40.8;1.26;5076.2;0
36834;23;administrativo;solteiro;ensino_superior;nao;nao;nao;celular;jun;seg;60;1;999;1;fracasso;-2.9;92.963;-40.8;1.26;5076.2;0
36835;26;tecnico;solteiro;curso_profissionalizante;nao;nao;nao;celular;jun;seg;175;1;999;1;fracasso;-2.9;92.963;-40.8;1.26;5076.2;0
36836;43;administrativo;casado;ensino_superior;nao;nao;nao;celular;jun;seg;108;1;999;1;fracasso;-2.9;92.963;-40.8;1.26;5076.2;0
36837;32;tecnico;casado;ensino_superior;nao;nao;nao;celular;jun;seg;60;1;999;0;inexistente;-2.9;92.963;-40.8;1.26;5076.2;0
36838;30;tecnico;casado;ensino_superior;nao;nao;nao;celular;jun;seg;108;1;999;0;inexistente;-2.9;92.963;-40.8;1.26;5076.2;0
36839;29;administrativo;solteiro;ensino_medio;nao;sim;sim;celular;jun;seg;89;2;999;0;inexistente;-2.9;92.963;-40.8;1.26;5076.2;1
